,연번,시도,시군구,읍면동,화재발생(년),화재발생(월),화재발생(일),화재발생(시),화재발생(분),요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소
25867,25868,서울특별시,서대문구,충정로3가,2022,8,10,12,46,수,0,0,0,30,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,
25868,25869,서울특별시,노원구,공릉동,2022,8,10,12,58,수,0,0,0,38,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,"판매,업무시설",판매시설,상가빌딩,
25870,25871,서울특별시,은평구,갈현동,2022,8,10,13,12,수,0,0,0,220,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",,,생활서비스,오락시설,노래연습장,
25879,25880,서울특별시,영등포구,당산동,2022,8,10,14,42,수,0,0,0,2277,"자동차,철도차량",기계적 요인,"오일,연료누설",합성수지,"플라스틱, PVC, 비닐, 장판",,,"자동차,철도차량",자동차,화물자동차,일반도로
25880,25881,서울특별시,강남구,신사동,2022,8,10,15,28,수,0,0,0,70,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,
25893,25894,서울특별시,성동구,성수동1가,2022,8,10,20,20,수,0,0,0,659,"건축,구조물",미상,미상,기타,기타,,,주거,공동주택,아파트,
25904,25905,서울특별시,강남구,대치동,2022,8,10,21,58,수,0,0,0,224,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",,,"판매,업무시설",일반업무,일반빌딩,
25915,25916,서울특별시,송파구,문정동,2022,8,11,0,1,목,0,0,0,116,기타(쓰레기 화재등),전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 기판",,,기타,야외,기타야외,
25916,25917,서울특별시,구로구,구로동,2022,8,11,1,6,목,0,0,0,44,기타(쓰레기 화재등),미상,미상,쓰레기류,기타 쓰레기,,,기타,야외,쓰레기,
25919,25920,서울특별시,마포구,도화동,2022,8,11,2,9,목,1,0,1,859,"건축,구조물",전기적 요인,절연열화에 의한 단락,가구,소파,기타,기타,주거,공동주택,아파트,
25921,25922,서울특별시,도봉구,도봉동,2022,8,11,2,55,목,0,0,0,19,"건축,구조물",부주의,음식물 조리중,기타,기타,,,주거,공동주택,다세대주택,
25922,25923,서울특별시,강동구,암사동,2022,8,11,3,19,목,0,0,0,5354,"자동차,철도차량",미상,미상,미상,미상,,,"자동차,철도차량",자동차,승용자동차,주차장
25928,25929,서울특별시,성동구,마장동,2022,8,11,4,39,목,0,0,0,55,"건축,구조물",전기적 요인,접촉불량에 의한 단락,기타,기타,,,기타서비스,기타건축물,기타 건축물,
25929,25930,서울특별시,관악구,신림동,2022,8,11,5,9,목,0,0,0,782,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","기타(전기,전자)",생활기기,전동킥보드,생활서비스,일상서비스,고시원(원룸텔),
25931,25932,서울특별시,영등포구,여의도동,2022,8,11,5,47,목,0,0,0,470,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,주방기기,전기전자 그릴/오븐,생활서비스,음식점,한식,
25946,25947,서울특별시,용산구,용문동,2022,8,11,8,32,목,0,0,0,12,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
25947,25948,서울특별시,관악구,신림동,2022,8,11,8,46,목,0,0,0,2,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,교육시설,"연구,학원",일반학원,
25969,25970,서울특별시,금천구,독산동,2022,8,11,13,49,목,0,0,0,185,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,,,교육시설,학교,초등학교,
25990,25991,서울특별시,마포구,성산동,2022,8,11,21,33,목,0,0,0,99,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,계절용 기기,에어컨,"판매,업무시설",일반업무,오피스텔,
26001,26002,서울특별시,동작구,대방동,2022,8,11,23,36,목,0,0,0,189,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 기판",전기설비,적산전력계,교육시설,"연구,학원",교육원,
26011,26012,서울특별시,강남구,역삼동,2022,8,12,5,24,금,0,0,0,75,"건축,구조물",부주의,"불씨,불꽃,화원방치",식품,음식물,,,생활서비스,음식점,한식,
26022,26023,서울특별시,은평구,응암동,2022,8,12,8,13,금,0,0,0,145,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,다세대주택,
26028,26029,서울특별시,광진구,군자동,2022,8,12,9,31,금,2,0,2,11429,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,배선/배선기구,스위치 멀티탭,생활서비스,일상서비스,"수리,A/S,상하수도",
26037,26038,서울특별시,중구,소공동,2022,8,12,10,36,금,0,0,0,410,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",종이,산업장비,그라인더,"판매,업무시설",판매시설,백화점,
26039,26040,서울특별시,영등포구,신길동,2022,8,12,10,52,금,0,0,0,147,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,주방기기,냉장고,주거,공동주택,다세대주택,
26044,26045,서울특별시,성동구,하왕십리동,2022,8,12,11,44,금,0,0,0,60,"건축,구조물",부주의,담배꽁초,"전기,전자",전선피복,,,생활서비스,음식점,한식,
26049,26050,서울특별시,노원구,월계동,2022,8,12,12,21,금,0,0,0,28,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",,,주거,공동주택,아파트,
26054,26055,서울특별시,광진구,구의동,2022,8,12,13,40,금,0,0,0,49,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",,,주거,공동주택,다세대주택,
26067,26068,서울특별시,마포구,상수동,2022,8,12,16,38,금,0,0,0,660,"자동차,철도차량",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,"차량, 선박부품",배선,"자동차,철도차량",자동차,승용자동차,일반도로
26070,26071,서울특별시,강남구,신사동,2022,8,12,17,10,금,0,0,0,66,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,생활서비스,위락시설,유흥주점,
26076,26077,서울특별시,노원구,중계동,2022,8,12,18,10,금,0,0,0,61,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,배선/배선기구,전기기기용 전선/코드,교육시설,학교,고등학교,
26078,26079,서울특별시,영등포구,여의도동,2022,8,12,18,18,금,0,0,0,397,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",계절용 기기,에어컨,생활서비스,일상서비스,기타 일상서비스,
26081,26082,서울특별시,용산구,이태원동,2022,8,12,18,40,금,0,0,0,8,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
26085,26086,서울특별시,강동구,둔촌동,2022,8,12,19,19,금,0,0,0,27641,"건축,구조물",미상,미상,미상,미상,,,주거,공동주택,아파트,
26086,26087,서울특별시,강북구,우이동,2022,8,12,19,31,금,0,0,0,12,"건축,구조물",부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,주거,공동주택,연립주택,
26089,26090,서울특별시,마포구,망원동,2022,8,12,20,16,금,0,0,0,1125,"자동차,철도차량",부주의,담배꽁초,"종이,목재,건초등",종이,,,"자동차,철도차량",자동차,화물자동차,일반도로
26092,26093,서울특별시,도봉구,도봉동,2022,8,12,20,23,금,0,0,0,57,기타(쓰레기 화재등),기타,기타,기타,기타,,,기타,야외,야적장,
26094,26095,서울특별시,용산구,동자동,2022,8,12,20,36,금,0,0,0,716,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,생활서비스,음식점,한식,
26095,26096,서울특별시,강동구,성내동,2022,8,12,20,51,금,0,0,0,261,"건축,구조물",미상,미상,"전기,전자","전기, 전자기기 케이스",,,생활서비스,음식점,횟집,
26100,26101,서울특별시,서초구,서초동,2022,8,12,21,30,금,0,0,0,962,"건축,구조물",전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,전력공급용 전선,주거,공동주택,주상복합아파트,
26107,26108,서울특별시,서초구,반포동,2022,8,12,22,56,금,0,0,0,101,"건축,구조물",전기적 요인,층간단락,합성수지,"플라스틱, PVC, 비닐, 장판",계절용 기기,환풍기/송풍기/공조기,주거,단독주택,다가구주택,
26110,26111,서울특별시,종로구,종로6가,2022,8,12,23,37,금,0,0,0,375,"건축,구조물",미상,미상,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,일반빌딩,
26112,26113,서울특별시,송파구,삼전동,2022,8,13,0,29,토,0,0,0,62,"건축,구조물",부주의,빨래삶기,"침구,직물류",의류,,,주거,공동주택,다세대주택,
